Hour,VMT (Veh-Miles),VHT (Veh-Hours),Q (VMT/VHT),# Lane Points,% Observed
9/24/2023 14:00,"25,198,224.30","427,112.30",58.9967189,446052,54.1
9/24/2023 15:00,"24,802,334.80","418,552.40",59.25741866,446058,54.1
9/24/2023 16:00,"24,366,694.30","406,229.10",59.98264108,446058,53.9
9/24/2023 17:00,"23,488,212.50","386,820.40",60.72123523,446058,54
9/24/2023 18:00,"21,781,828.70","353,904.90",61.54712382,446053,53.9
9/24/2023 19:00,"20,277,293.30","329,144.50",61.60605236,445894,53.7
9/24/2023 20:00,"18,140,247.00","291,345.70",62.26365105,445813,53.8
9/24/2023 21:00,"15,254,435.50","231,821.40",65.80253376,445912,53.8
9/24/2023 22:00,"11,466,413.10","172,492.90",66.47469606,445926,53.7
9/24/2023 23:00,"7,779,313.90","117,551.30",66.17803376,445972,53.8
9/25/2023 0:00,"5,265,089.60","79,687.80",66.07146389,445932,53.8
9/25/2023 1:00,"3,873,133.30","59,227.60",65.39406121,445988,53.8
9/25/2023 2:00,"3,587,936.70","55,150.80",65.0568387,445971,53.8
9/25/2023 3:00,"4,667,507.00","71,570.60",65.21542365,445986,53.7
9/25/2023 4:00,"8,547,048.80","131,271.10",65.10990462,445970,53.7
9/25/2023 5:00,"15,115,108.70","241,144.50",62.68071094,445986,53.7
9/25/2023 6:00,"20,043,144.20","345,495.10",58.01281755,446010,53.6
9/25/2023 7:00,"23,949,751.00","440,816.00",54.3304939,445986,53.7
9/25/2023 8:00,"23,465,778.60","438,088.60",53.56400189,445986,53.8
9/25/2023 9:00,"21,605,261.30","382,661.00",56.46057816,445980,53.8
9/25/2023 10:00,"21,253,146.40","369,109.60",57.57950051,445992,53.9
9/25/2023 11:00,"21,758,061.80","376,942.40",57.72251092,445992,53.9
9/25/2023 12:00,"22,668,508.90","391,648.70",57.87969908,445986,53.9
9/25/2023 13:00,"23,585,592.20","409,960.40",57.53139132,445998,53.8
9/25/2023 14:00,"25,242,139.70","450,998.10",55.96950342,445980,53.9
9/25/2023 15:00,"25,995,421.00","496,240.70",52.38470162,445986,53.9
9/25/2023 16:00,"25,779,634.40","509,925.80",50.5556581,445960,53.8
9/25/2023 17:00,"25,222,449.60","494,287.20",51.02792385,445986,50.5
9/25/2023 18:00,"21,675,592.00","380,867.40",56.91112445,445961,42.7
9/25/2023 19:00,"17,924,122.70","289,730.40",61.86483262,445980,42.7
9/25/2023 20:00,"14,721,711.50","232,802.10",63.23702192,445986,42.7
9/25/2023 21:00,"12,374,138.50","190,303.40",65.02321293,445986,42.7
9/25/2023 22:00,"9,524,688.10","146,381.40",65.06761173,445986,42.7
9/25/2023 23:00,"6,681,734.20","102,703.70",65.05835914,445980,42.7
9/26/2023 0:00,"4,641,990.80","71,184.50",65.21069615,445910,42.8
9/26/2023 1:00,"3,548,396.50","54,874.50",64.66385115,445992,42.8
9/26/2023 2:00,"3,399,234.00","52,538.90",64.69937513,446004,42.8
9/26/2023 3:00,"4,483,783.50","68,850.90",65.12309207,445973,42.7
9/26/2023 4:00,"8,433,954.50","127,318.60",66.24290952,445960,42.6
9/26/2023 5:00,"15,440,846.60","232,275.30",66.47648975,445782,43
9/26/2023 6:00,"20,744,831.50","358,957.40",57.79190372,445978,50
9/26/2023 7:00,"24,186,965.30","468,657.30",51.60906552,445978,53.5
9/26/2023 8:00,"23,573,205.00","480,857.90",49.02322495,445986,53.8
9/26/2023 9:00,"21,860,351.50","414,089.70",52.79134328,445992,53.8
9/26/2023 10:00,"21,252,561.10","371,502.20",57.20709352,445986,53.8
9/26/2023 11:00,"21,363,069.00","362,161.10",58.98775158,445992,53.7
9/26/2023 12:00,"22,159,944.10","371,450.70",59.65783373,445980,53.8
9/26/2023 13:00,"23,013,740.00","388,553.50",59.22926959,445961,53.7
9/26/2023 14:00,"24,885,874.10","439,059.90",56.67990655,445992,53.7
9/26/2023 15:00,"25,591,928.90","491,477.40",52.07142566,445998,53.7
9/26/2023 16:00,"25,604,559.20","519,608.90",49.27659861,445986,53.6
9/26/2023 17:00,"25,172,429.20","518,383.00",48.55951912,445986,53.6
9/26/2023 18:00,"22,170,346.30","415,515.70",53.35621807,445977,53.5
9/26/2023 19:00,"18,574,469.10","309,879.20",59.94099991,445974,53.5
9/26/2023 20:00,"15,323,751.80","239,210.80",64.0596152,445986,53.5
9/26/2023 21:00,"12,677,181.60","191,183.90",66.30883458,445986,53.6
9/26/2023 22:00,"9,845,420.40","148,522.50",66.28908347,445946,53.6
9/26/2023 23:00,"7,068,102.80","106,934.90",66.09724982,445986,53.7
9/27/2023 0:00,"4,902,242.40","74,078.30",66.17649703,445925,53.5
9/27/2023 1:00,"3,710,884.70","56,497.70",65.682049,446010,53.5
9/27/2023 2:00,"3,558,219.70","54,298.10",65.53120091,446016,53.5
9/27/2023 3:00,"4,649,554.00","70,456.00",65.99230726,446034,53.5
9/27/2023 4:00,"8,546,611.00","128,312.30",66.6078856,446004,53.4
9/27/2023 5:00,"15,572,513.40","234,210.00",66.48953247,446040,53.3
9/27/2023 6:00,"20,926,927.20","361,732.30",57.85197285,446040,53.3
9/27/2023 7:00,"24,722,897.00","474,007.10",52.15722929,446040,53.4
9/27/2023 8:00,"23,907,285.30","480,285.60",49.77722692,446052,53.5
9/27/2023 9:00,"22,044,690.40","410,920.20",53.64713246,446040,53.5
9/27/2023 10:00,"21,412,249.30","372,609.90",57.46559418,446034,53.5
9/27/2023 11:00,"21,649,621.30","365,899.20",59.16826629,446034,53.5
9/27/2023 12:00,"22,434,203.70","375,970.50",59.67011694,446028,53.5
9/27/2023 13:00,"23,616,403.00","398,574.00",59.25224174,446028,52.4
9/27/2023 14:00,"25,344,365.60","446,187.90",56.80200113,446004,53.5
9/27/2023 15:00,"25,982,605.50","498,165.90",52.15653159,445740,53.4
9/27/2023 16:00,"25,930,574.60","527,014.70",49.20275393,446004,52.9
9/27/2023 17:00,"25,534,858.20","531,797.60",48.01612155,445998,53.4
9/27/2023 18:00,"22,610,184.40","426,614.60",52.99908723,445972,53.3
9/27/2023 19:00,"19,132,779.50","320,453.80",59.70526641,445998,53.3
9/27/2023 20:00,"15,873,578.70","247,364.40",64.17082935,446010,53.3
9/27/2023 21:00,"13,254,821.00","200,831.40",65.99974406,446010,53.4
9/27/2023 22:00,"10,253,602.00","154,912.10",66.18980699,445977,53.4
9/27/2023 23:00,"7,326,908.90","110,548.40",66.27783758,446004,53.4
9/28/2023 0:00,"5,116,116.10","77,387.80",66.11011167,445925,53.4
9/28/2023 1:00,"3,876,973.40","59,100.10",65.60011574,445998,53.4
9/28/2023 2:00,"3,717,301.90","56,716.40",65.54192262,446016,53.4
9/28/2023 3:00,"4,795,023.20","72,723.30",65.93517071,446004,53.3
9/28/2023 4:00,"8,701,014.70","130,308.20",66.77257993,445986,53.3
9/28/2023 5:00,"15,629,916.10","234,666.20",66.60488856,446004,53.2
9/28/2023 6:00,"20,973,948.50","359,817.40",58.29053431,445998,53.2
9/28/2023 7:00,"24,804,267.90","465,499.10",53.2853187,445998,53.2
9/28/2023 8:00,"24,233,361.50","472,862.60",51.24820931,446010,53.3
9/28/2023 9:00,"22,491,426.00","410,080.90",54.84631447,445998,53.4
9/28/2023 10:00,"21,986,690.30","379,093.70",57.99803663,445998,53.4
9/28/2023 11:00,"22,460,393.20","379,743.80",59.14617487,445992,53.4
9/28/2023 12:00,"23,182,383.20","392,204.30",59.10792717,445998,53.4
9/28/2023 13:00,"24,273,779.30","415,529.80",58.41645846,445941,53.5
9/28/2023 14:00,"25,837,521.40","464,546.00",55.6188653,446004,53.4
9/28/2023 15:00,"26,334,744.20","517,364.80",50.90169296,445998,53.4
9/28/2023 16:00,"26,185,105.60","544,373.00",48.101404,445998,53.5
9/28/2023 17:00,"25,639,974.50","543,605.80",47.16648443,446004,53.5
9/28/2023 18:00,"23,221,179.50","447,406.10",51.90179459,445973,53.4
9/28/2023 19:00,"20,053,034.10","340,660.80",58.86510599,445987,53.3
9/28/2023 20:00,"16,981,016.30","266,731.70",63.66328524,445998,53.3
9/28/2023 21:00,"14,255,409.80","216,345.20",65.89196247,445998,53.3
9/28/2023 22:00,"11,149,686.60","168,568.60",66.14331851,445740,53.3
9/28/2023 23:00,"8,156,542.90","123,211.80",66.19936483,445734,53.2
9/29/2023 0:00,"5,734,225.10","86,574.50",66.23457369,445691,53.8
9/29/2023 1:00,"4,288,245.50","65,083.40",65.88846772,445992,53.8
9/29/2023 2:00,"3,982,741.80","60,680.10",65.63505663,445980,53.7
9/29/2023 3:00,"4,848,558.50","73,507.90",65.95969277,445986,53.6
9/29/2023 4:00,"8,382,227.00","125,710.30",66.67891971,445982,53.6
9/29/2023 5:00,"14,748,485.50","221,039.40",66.72333303,445986,53.5
9/29/2023 6:00,"20,070,687.40","332,754.30",60.31683858,445992,53.5
9/29/2023 7:00,"24,015,043.80","421,658.60",56.95376259,445986,53.5
9/29/2023 8:00,"23,772,828.20","423,256.30",56.16650762,445992,53.6
9/29/2023 9:00,"22,579,185.40","387,399.90",58.2839216,445986,53.6
9/29/2023 10:00,"22,958,841.10","389,660.00",58.92018965,445980,53.6
9/29/2023 11:00,"23,863,021.70","407,480.60",58.56235045,445986,53.6
9/29/2023 12:00,"24,967,746.00","432,960.20",57.66753157,445986,53.6
9/29/2023 13:00,"25,920,441.30","462,155.60",56.08596174,445972,53.6
9/29/2023 14:00,"26,803,984.90","508,554.00",52.70627092,445734,53.7
9/29/2023 15:00,"26,980,283.80","548,969.00",49.1471901,445992,53.6
9/29/2023 16:00,"26,832,593.40","554,493.10",48.39121244,445980,53.6
9/29/2023 17:00,"26,520,908.50","534,573.90",49.61130444,445740,53.6
9/29/2023 18:00,"24,445,137.00","448,422.10",54.51367584,445977,53.5
9/29/2023 19:00,"21,443,024.80","360,990.70",59.40049093,445998,53.5
9/29/2023 20:00,"18,450,417.20","290,485.70",63.51575035,445966,53.5
9/29/2023 21:00,"16,277,002.60","246,165.70",66.12213887,445992,53.4
9/29/2023 22:00,"13,877,414.80","209,351.70",66.28756681,445966,53.5
9/29/2023 23:00,"10,489,285.70","159,270.00",65.8585151,445740,53.5
9/30/2023 0:00,"7,320,860.40","110,346.30",66.34441209,445925,53.9
9/30/2023 1:00,"5,273,712.20","79,699.00",66.17036851,445992,53.9
9/30/2023 2:00,"4,441,596.10","67,217.00",66.07846378,446004,53.9
9/30/2023 3:00,"4,075,127.00","61,797.30",65.94344737,445740,53.9
9/30/2023 4:00,"4,991,285.30","75,515.90",66.09581956,445971,53.9
9/30/2023 5:00,"7,360,845.20","110,925.10",66.3586979,445986,53.8
9/30/2023 6:00,"10,971,140.40","167,972.70",65.31502083,445992,53.7
9/30/2023 7:00,"14,996,184.30","230,127.30",65.16473404,445986,53.7
9/30/2023 8:00,"18,918,715.00","293,543.40",64.44946471,445992,53.8
9/30/2023 9:00,"21,875,798.00","344,957.50",63.41592225,445986,53.8
9/30/2023 10:00,"23,889,749.40","386,367.70",61.83164224,445986,53.8
9/30/2023 11:00,"25,095,771.30","414,273.30",60.57781494,445998,53.8
9/30/2023 12:00,"25,360,709.60","428,120.20",59.23735811,445986,53.8
9/30/2023 13:00,"25,324,751.40","435,479.50",58.15371654,445986,53.8
9/30/2023 14:00,"25,262,564.60","439,590.60",57.46839127,445986,53.8
9/30/2023 15:00,"25,180,941.90","443,242.00",56.81082095,445992,53.8
9/30/2023 16:00,"24,844,119.00","439,156.60",56.57234572,445992,53.8
9/30/2023 17:00,"24,131,854.00","415,841.90",58.03131911,445972,53.8
9/30/2023 18:00,"22,051,897.00","365,292.30",60.3678123,445954,53.8
9/30/2023 19:00,"19,331,711.90","308,694.10",62.62417034,445958,53.7
9/30/2023 20:00,"16,813,394.70","260,053.50",64.65359897,445980,53.7
9/30/2023 21:00,"15,352,198.80","229,979.50",66.7546403,445986,53.6
9/30/2023 22:00,"14,839,930.80","222,717.70",66.63112451,445740,53.6
9/30/2023 23:00,"11,665,197.50","175,145.80",66.6027818,445734,53.7
10/1/2023 0:00,"8,200,455.80","122,768.70",66.79598139,445902,53.8
10/1/2023 1:00,"5,555,057.60","83,605.50",66.44368612,445966,53.8
10/1/2023 2:00,"4,306,364.00","64,928.50",66.32471103,445992,53.7
10/1/2023 3:00,"3,470,075.90","52,502.00",66.09416594,445992,53.8
10/1/2023 4:00,"3,626,829.90","54,842.90",66.13125674,445889,53.7
10/1/2023 5:00,"4,900,747.70","73,577.40",66.60669852,445858,53.7
10/1/2023 6:00,"7,185,637.80","107,787.60",66.66479076,445992,53.7
10/1/2023 7:00,"9,982,278.00","149,644.00",66.70683756,445986,53.6
10/1/2023 8:00,"13,840,108.20","208,836.70",66.27239465,445949,53.8
10/1/2023 9:00,"18,474,802.00","283,002.90",65.28131691,445998,53.8
10/1/2023 10:00,"21,959,305.30","344,256.10",63.78770137,445986,53.9
10/1/2023 11:00,"23,792,778.00","381,785.80",62.31970388,445986,53.9
10/1/2023 12:00,"24,704,139.00","401,648.20",61.50690828,445992,53.9
10/1/2023 13:00,"24,925,640.70","409,430.20",60.87885237,445986,53.9
10/1/2023 14:00,"24,729,195.40","406,509.70",60.83297742,445980,53.8
10/1/2023 15:00,"24,388,636.10","400,312.10",60.92405426,445986,53.8
10/1/2023 16:00,"24,038,881.80","391,798.90",61.35515388,445986,53.8
10/1/2023 17:00,"23,458,831.00","381,802.40",61.44233509,445960,53.8
10/1/2023 18:00,"21,906,948.20","352,911.50",62.07490603,445965,53.8
10/1/2023 19:00,"20,167,036.60","324,476.50",62.1525337,445909,53.8
10/1/2023 20:00,"17,727,017.00","280,281.40",63.24721155,445968,53.8
10/1/2023 21:00,"14,630,272.50","220,331.40",66.40121426,445945,53.8
10/1/2023 22:00,"11,114,894.90","166,220.40",66.86841627,445936,53.9
10/1/2023 23:00,"7,783,183.60","116,474.40",66.8231268,445699,53.9
10/2/2023 0:00,"5,469,857.50","82,108.20",66.61767643,445916,53.8
10/2/2023 1:00,"3,949,567.70","59,819.80",66.02442168,445972,53.8
10/2/2023 2:00,"3,591,681.30","54,653.80",65.71695472,445986,53.7
10/2/2023 3:00,"4,664,651.50","70,548.30",66.11997029,445967,53.6
10/2/2023 4:00,"8,570,942.40","128,228.20",66.84132196,445844,53.6
10/2/2023 5:00,"15,171,116.00","228,237.50",66.4707421,445863,53.5
10/2/2023 6:00,"20,062,360.00","340,082.60",58.99260944,445973,53.4
10/2/2023 7:00,"23,885,190.60","436,544.50",54.71421722,445992,53.4
10/2/2023 8:00,"23,310,783.20","435,479.90",53.52895323,445986,53.6
10/2/2023 9:00,"21,509,269.10","373,576.10",57.5766734,445961,53.7
10/2/2023 10:00,"21,256,662.00","358,094.90",59.36041535,445986,53.6
10/2/2023 11:00,"21,680,315.80","362,278.60",59.84431816,445972,53.6
10/2/2023 12:00,"22,472,195.50","374,451.50",60.01363461,446016,53
10/2/2023 13:00,"23,312,929.80","391,153.30",59.60049372,445998,53.3
10/2/2023 14:00,"24,957,441.10","430,529.40",57.96919119,446010,53.4
10/2/2023 15:00,"25,683,209.10","476,288.20",53.92367289,445998,53.4
10/2/2023 16:00,"25,487,051.00","491,411.10",51.8650291,445992,53.4
10/2/2023 17:00,"25,123,768.70","481,457.00",52.18278829,446010,53.3
10/2/2023 18:00,"21,791,451.10","379,172.80",57.4710293,445992,53.3
10/2/2023 19:00,"17,868,960.50","285,718.20",62.54050495,445964,53.3
10/2/2023 20:00,"14,457,486.60","222,667.70",64.92853072,445980,53.4
10/2/2023 21:00,"11,990,505.90","180,284.20",66.50891149,445998,53.3
10/2/2023 22:00,"9,271,356.40","139,413.00",66.50281107,446004,53.4
10/2/2023 23:00,"6,707,867.60","101,297.60",66.2194129,445752,53.5
10/3/2023 0:00,"4,707,610.80","71,157.80",66.15734045,445927,53.3
10/3/2023 1:00,"3,632,740.10","55,415.70",65.55434832,445973,53.3
10/3/2023 2:00,"3,509,362.90","53,832.60",65.19029176,445986,53.3
10/3/2023 3:00,"4,608,232.10","69,949.30",65.8796028,445979,53.2
10/3/2023 4:00,"8,440,137.00","126,711.20",66.60924212,445979,53.1
10/3/2023 5:00,"15,381,298.30","232,154.00",66.25472014,446004,53
10/3/2023 6:00,"20,745,588.50","360,058.20",57.61731992,445998,53
10/3/2023 7:00,"24,187,372.60","463,907.20",52.13838587,445973,53
10/3/2023 8:00,"23,601,292.30","477,955.70",49.37966489,445998,53.1
10/3/2023 9:00,"21,893,510.80","410,770.50",53.29864438,445992,53.2
10/3/2023 10:00,"21,220,914.60","367,250.30",57.78324647,446016,53.2
10/3/2023 11:00,"21,219,168.80","358,194.60",59.23922025,445998,53.2
10/3/2023 12:00,"22,022,496.60","366,767.70",60.04480929,446040,53.2
10/3/2023 13:00,"22,906,304.90","383,429.30",59.74062207,446082,53.2
10/3/2023 14:00,"24,750,677.40","432,747.50",57.1942701,445812,53.2
10/3/2023 15:00,"25,639,541.50","488,445.40",52.49213423,445818,53.2
10/3/2023 16:00,"25,680,438.50","516,397.20",49.73001112,446058,53.1
10/3/2023 17:00,"25,194,048.50","513,449.50",49.06821119,446070,53.1
10/3/2023 18:00,"22,278,681.60","414,163.10",53.79204859,446070,53.1
10/3/2023 19:00,"18,587,126.60","306,397.50",60.66344079,446028,53.1
10/3/2023 20:00,"15,081,432.60","233,317.70",64.63904196,446070,53.1
10/3/2023 21:00,"12,430,630.80","187,124.00",66.42991172,445812,53.1
10/3/2023 22:00,"9,640,152.90","145,240.80",66.37358717,446064,53.1
10/3/2023 23:00,"6,910,025.50","104,512.20",66.11692702,446064,53.1
10/4/2023 0:00,"4,869,035.90","73,703.20",66.06274761,445921,53.3
10/4/2023 1:00,"3,673,509.60","56,275.80",65.276897,445992,53.3
10/4/2023 2:00,"3,536,672.70","54,391.30",65.02276467,445986,53.3
10/4/2023 3:00,"4,623,796.80","70,266.90",65.80334126,445986,53.2
10/4/2023 4:00,"8,547,687.40","127,935.90",66.81226614,445684,53.1
10/4/2023 5:00,"15,484,789.10","232,293.40",66.66047809,445951,53.1
10/4/2023 6:00,"20,897,079.30","359,929.50",58.05881235,445992,53
10/4/2023 7:00,"24,364,414.50","464,703.30",52.43004407,445966,53
10/4/2023 8:00,"23,590,360.00","472,442.30",49.93278544,445986,53.1
10/4/2023 9:00,"22,042,725.30","407,108.20",54.144636,445992,53.2
10/4/2023 10:00,"21,399,364.90","371,565.40",57.59245856,445986,53.2
10/4/2023 11:00,"21,638,125.70","366,290.30",59.07370657,445986,53.2
10/4/2023 12:00,"22,493,287.60","377,063.90",59.65378176,445986,53.1
10/4/2023 13:00,"23,494,187.10","397,949.30",59.03814154,445966,53.1
10/4/2023 14:00,"25,121,553.80","444,448.30",56.52300571,445998,53.1
10/4/2023 15:00,"25,873,064.20","495,996.60",52.16379346,445980,52.9
10/4/2023 16:00,"25,821,100.30","520,395.30",49.61824271,445938,52.9
10/4/2023 17:00,"25,403,320.10","522,322.70",48.63529787,445902,52.9
10/4/2023 18:00,"22,617,980.60","423,265.90",53.43681265,445888,52.9
10/4/2023 19:00,"18,976,262.10","316,099.20",60.03261666,445621,52.9
10/4/2023 20:00,"15,733,051.80","245,812.00",64.00440906,445662,52.8
10/4/2023 21:00,"13,124,212.00","198,224.30",66.20889568,445674,52.8
10/4/2023 22:00,"10,106,400.60","152,545.90",66.25153872,445932,52.9
10/4/2023 23:00,"7,229,274.00","109,236.60",66.17996166,445740,52.8
10/5/2023 0:00,"5,094,039.20","77,498.40",65.73089509,445915,53.3
10/5/2023 1:00,"3,910,031.80","59,588.90",65.61678098,445986,53.3
10/5/2023 2:00,"3,751,153.40","57,374.20",65.38049158,445986,53.3
10/5/2023 3:00,"4,800,050.40","72,880.60",65.86183978,445992,53.3
10/5/2023 4:00,"8,672,778.30","129,923.60",66.7529094,445967,53.2
10/5/2023 5:00,"15,477,628.30","232,403.40",66.59811474,445998,53.2
10/5/2023 6:00,"20,844,677.50","357,810.20",58.25624172,445998,53.2
10/5/2023 7:00,"24,385,964.90","462,687.30",52.70506647,445986,53.2
10/5/2023 8:00,"23,875,369.10","470,963.70",50.69471193,445950,53.3
10/5/2023 9:00,"22,308,165.80","410,099.40",54.39697254,445921,53.3
10/5/2023 10:00,"22,068,892.70","383,811.70",57.49927035,445920,53.4
10/5/2023 11:00,"22,457,383.70","382,792.60",58.66723573,445932,53.3
10/5/2023 12:00,"23,274,822.80","394,612.10",58.98152337,445920,53.4
10/5/2023 13:00,"24,203,814.20","416,963.50",58.04780083,445920,53.4
10/5/2023 14:00,"25,584,888.40","464,974.00",55.02434201,445893,53.3
10/5/2023 15:00,"25,852,242.10","510,513.10",50.63972325,445920,53.3
10/5/2023 16:00,"25,885,945.80","540,041.20",47.93327953,445914,53.3
10/5/2023 17:00,"25,485,744.20","541,632.00",47.05361611,445914,53.3
10/5/2023 18:00,"23,000,711.80","442,868.20",51.93579444,445926,53.2
10/5/2023 19:00,"19,990,660.90","339,947.20",58.80519357,445894,53.2
10/5/2023 20:00,"16,808,355.60","266,033.20",63.18142097,445914,53.2
10/5/2023 21:00,"14,263,822.40","215,789.00",66.10078549,445902,53.2
10/5/2023 22:00,"11,142,364.10","168,003.20",66.32233255,445905,53.1
10/5/2023 23:00,"7,946,184.90","120,029.60",66.2018777,445662,53.1
10/6/2023 0:00,"5,670,805.20","85,807.40",66.08760084,445611,53.5
10/6/2023 1:00,"4,265,937.20","64,826.20",65.80575755,445914,53.5
10/6/2023 2:00,"3,962,558.40","60,448.10",65.55306784,445914,53.4
10/6/2023 3:00,"4,831,825.70","73,440.80",65.79211692,445914,53.3
10/6/2023 4:00,"8,326,180.50","125,041.70",66.5872305,445781,53.4
10/6/2023 5:00,"14,722,440.50","221,157.90",66.56981505,445803,53.3
10/6/2023 6:00,"19,983,171.10","331,075.30",60.35838705,445888,53.4
10/6/2023 7:00,"23,786,330.20","416,260.40",57.1429091,445901,53.4
10/6/2023 8:00,"23,479,536.60","417,801.20",56.19786779,445926,53.5
10/6/2023 9:00,"22,667,552.60","388,585.80",58.33345583,445886,53.5
10/6/2023 10:00,"23,302,448.40","397,249.80",58.65943394,445842,53.5
10/6/2023 11:00,"24,264,651.80","418,197.30",58.02201927,445612,53.5
10/6/2023 12:00,"25,178,100.10","444,333.90",56.66481918,445895,53.4
10/6/2023 13:00,"25,798,078.20","474,500.90",54.36887095,445883,53.5
10/6/2023 14:00,"26,467,461.40","514,479.50",51.44512347,445880,53.4
10/6/2023 15:00,"26,530,467.90","546,582.50",48.53881692,445636,53.3
10/6/2023 16:00,"26,414,652.90","547,717.90",48.22674756,445824,53.3
10/6/2023 17:00,"26,064,586.60","525,447.20",49.60457797,445868,53.2
10/6/2023 18:00,"24,172,041.30","446,921.00",54.08571381,445894,53.1
10/6/2023 19:00,"21,679,140.60","369,785.80",58.62621171,445822,53.1
10/6/2023 20:00,"18,656,384.50","297,066.70",62.80200541,445631,53
10/6/2023 21:00,"16,510,015.60","249,521.20",66.16678503,445874,53
10/6/2023 22:00,"13,899,436.80","208,488.40",66.66767456,445887,53.1
10/6/2023 23:00,"10,474,242.30","157,618.50",66.45312765,445616,53.1
10/7/2023 0:00,"7,449,091.20","112,161.50",66.41397628,445818,53.1
10/7/2023 1:00,"5,421,330.90","81,858.00",66.22847981,445668,53.2
10/7/2023 2:00,"4,546,929.80","68,939.80",65.95507675,445920,53.1
10/7/2023 3:00,"4,185,444.40","63,600.20",65.80866727,445914,53.2
10/7/2023 4:00,"5,128,075.10","77,627.20",66.06028686,445535,53.1
10/7/2023 5:00,"7,675,469.70","115,328.20",66.55327752,445914,53
10/7/2023 6:00,"11,534,103.80","175,804.20",65.60766921,445920,53
10/7/2023 7:00,"15,783,237.00","242,236.10",65.15641971,445914,53
10/7/2023 8:00,"19,616,608.00","303,959.80",64.53684994,445914,53.1
10/7/2023 9:00,"22,510,633.20","355,885.90",63.25238848,445894,53.1
10/7/2023 10:00,"24,204,773.40","396,083.30",61.11031038,445914,53.1
10/7/2023 11:00,"25,177,408.30","426,174.40",59.07771161,445920,53.1
10/7/2023 12:00,"25,595,850.60","441,593.50",57.96247137,445901,53.1
10/7/2023 13:00,"25,670,683.60","446,579.30",57.48292319,445888,53
10/7/2023 14:00,"25,556,995.30","446,947.30",57.18122763,445915,53
10/7/2023 15:00,"25,450,018.10","445,709.20",57.10005111,445909,53.1
10/7/2023 16:00,"25,079,627.40","436,645.40",57.43705854,445909,53
10/7/2023 17:00,"24,132,380.00","411,195.00",58.68840818,445878,53
10/7/2023 18:00,"22,576,462.30","375,107.90",60.18658178,445870,53
10/7/2023 19:00,"20,236,217.60","326,194.10",62.03735015,445656,52.9
10/7/2023 20:00,"17,757,062.00","276,864.00",64.13640632,445914,53
10/7/2023 21:00,"16,488,971.40","248,328.70",66.39978142,445908,52.9
10/7/2023 22:00,"14,909,839.50","223,142.70",66.8175096,445914,53
10/7/2023 23:00,"11,699,631.30","175,496.60",66.66585734,445920,53
10/8/2023 0:00,"8,368,881.10","125,375.80",66.75037049,445864,53.3
10/8/2023 1:00,"5,761,547.10","86,393.40",66.68966727,445926,53.3
10/8/2023 2:00,"4,435,823.60","66,770.20",66.43418172,445920,53.4
10/8/2023 3:00,"3,599,853.40","54,297.20",66.29906146,445938,53.3
10/8/2023 4:00,"3,689,660.50","55,679.60",66.26593043,445912,53.1
10/8/2023 5:00,"4,998,362.20","74,972.30",66.66945258,445956,53.1
10/8/2023 6:00,"7,305,459.70","109,787.00",66.54211974,445950,53.2
10/8/2023 7:00,"10,048,606.40","150,704.10",66.6777241,445962,53.3
10/8/2023 8:00,"13,940,883.10","210,446.10",66.24443551,445968,53.4
10/8/2023 9:00,"18,590,331.70","285,038.30",65.22046932,446004,53.4
10/8/2023 10:00,"22,160,759.20","348,210.50",63.64184653,446040,53.3
10/8/2023 11:00,"23,988,515.60","390,148.70",61.48557101,446034,53.3
10/8/2023 12:00,"24,970,675.70","415,474.40",60.1015988,446034,53.3
10/8/2023 13:00,"25,307,476.00","426,937.60",59.27675613,446022,53.3
10/8/2023 14:00,"25,066,146.50","422,784.60",59.28822029,446022,53.3
10/8/2023 15:00,"24,593,119.80","410,788.60",59.86806791,446002,53.3
10/8/2023 16:00,"24,082,483.20","397,583.90",60.5720785,445645,53.3
10/8/2023 17:00,"23,059,030.20","376,204.80",61.29382241,445605,53.3
10/8/2023 18:00,"21,496,526.90","347,980.30",61.77512606,445806,53.3
10/8/2023 19:00,"19,874,513.40","320,554.80",62.00036125,445773,53.2
10/8/2023 20:00,"17,927,033.50","284,716.00",62.96461562,445571,53.2
10/8/2023 21:00,"15,379,877.40","234,589.80",65.56072515,445794,53.2
10/8/2023 22:00,"11,692,566.90","175,381.10",66.66948092,445773,53.3
10/8/2023 23:00,"8,113,684.10","121,301.70",66.88846158,445768,53.3
10/9/2023 0:00,"5,526,923.90","82,747.30",66.79280049,445724,53.1
10/9/2023 1:00,"4,022,873.80","60,770.80",66.19747971,445793,53.1
10/9/2023 2:00,"3,654,317.10","55,506.00",65.8364339,445764,53.2
10/9/2023 3:00,"4,649,462.40","70,344.20",66.0958885,445753,53.1
10/9/2023 4:00,"8,360,060.10","125,428.50",66.65199775,445733,53
10/9/2023 5:00,"14,736,957.00","221,408.40",66.56006276,445728,52.7
10/9/2023 6:00,"19,643,038.90","327,856.70",59.91348934,445774,52.7
10/9/2023 7:00,"23,174,318.90","408,067.10",56.79046142,445778,52.7
10/9/2023 8:00,"22,581,030.70","396,457.10",56.95705967,445748,52.8
10/9/2023 9:00,"21,543,679.60","364,950.50",59.03178541,445726,52.8
10/9/2023 10:00,"21,821,396.20","366,796.90",59.49176833,445681,52.8
10/9/2023 11:00,"22,525,012.40","380,311.60",59.22778164,445696,52.7
